writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
f0028_05,399,60,319,80,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 10, ""6"": 13, ""7"": 12, ""8"": 12, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 12, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 2, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 5, ""30"": 14, ""31"": 1, ""32"": 4, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 4, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 2, ""46"": 1, ""47"": 13, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 18, ""54"": 1, ""55"": 26, ""56"": 2, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0029_05,247,58,198,49,"{""0"": 11, ""1"": 12, ""2"": 10, ""3"": 13, ""4"": 8, ""5"": 11, ""6"": 12, ""7"": 13, ""8"": 9, ""9"": 8, ""10"": 4, ""11"": 1, ""12"": 2, ""13"": 8, ""14"": 12, ""15"": 10, ""16"": 1, ""17"": 3, ""18"": 8, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 3, ""23"": 9, ""24"": 10, ""25"": 6, ""26"": 1, ""27"": 4, ""28"": 13, ""29"": 2, ""30"": 2, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
f0030_12,284,60,227,57,"{""0"": 11, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 6, ""5"": 10, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 11, ""10"": 1, ""11"": 2, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 4, ""16"": 1, ""17"": 1, ""18"": 11, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 6, ""23"": 2, ""24"": 11, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 17, ""29"": 2, ""30"": 6, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 4, ""37"": 4, ""38"": 1, ""39"": 6, ""40"": 12, ""42"": 2, ""43"": 4, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 10, ""48"": 1, ""49"": 7, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 8, ""54"": 1, ""55"": 7, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0031_02,407,55,326,81,"{""0"": 11, ""1"": 12, ""2"": 12, ""3"": 10, ""4"": 11, ""5"": 9, ""6"": 11, ""7"": 9, ""8"": 9, ""9"": 12, ""10"": 2, ""11"": 1, ""12"": 9, ""13"": 2, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 15, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 7, ""23"": 2, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 4, ""30"": 10, ""31"": 3, ""32"": 3, ""34"": 5, ""35"": 1, ""36"": 11, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 39, ""41"": 1, ""43"": 9, ""45"": 1, ""46"": 1, ""47"": 23, ""48"": 1, ""49"": 16, ""51"": 1, ""52"": 8, ""53"": 18, ""54"": 1, ""55"": 22, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1}"
f0032_27,278,57,222,56,"{""0"": 12, ""1"": 11, ""2"": 7, ""3"": 4, ""4"": 11, ""5"": 5, ""6"": 10, ""7"": 10, ""8"": 7, ""9"": 7, ""10"": 3, ""11"": 1, ""12"": 6, ""13"": 6, ""14"": 1, ""15"": 4, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""24"": 13, ""25"": 2, ""26"": 1, ""27"": 1, ""28"": 6, ""29"": 1, ""30"": 9, ""31"": 2, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 10, ""37"": 3, ""38"": 1, ""39"": 10, ""40"": 13, ""41"": 1, ""42"": 1, ""43"": 4, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 14, ""48"": 1, ""49"": 7, ""50"": 1, ""53"": 17, ""54"": 1, ""55"": 18, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0033_49,337,54,270,67,"{""0"": 8, ""1"": 11, ""2"": 9, ""3"": 7, ""4"": 4, ""5"": 9, ""6"": 7, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 5, ""11"": 2, ""12"": 8, ""13"": 3, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 13, ""19"": 2, ""22"": 9, ""23"": 5, ""24"": 17, ""25"": 5, ""26"": 1, ""27"": 3, ""28"": 21, ""29"": 4, ""30"": 13, ""31"": 1, ""32"": 3, ""34"": 3, ""36"": 10, ""37"": 3, ""38"": 1, ""39"": 10, ""40"": 28, ""41"": 1, ""42"": 3, ""43"": 5, ""44"": 2, ""45"": 1, ""47"": 16, ""48"": 1, ""49"": 11, ""50"": 1, ""52"": 1, ""53"": 17, ""55"": 15, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0034_08,376,58,301,75,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 12, ""4"": 10, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 7, ""9"": 11, ""10"": 13, ""11"": 4, ""12"": 12, ""13"": 9, ""14"": 11, ""15"": 10, ""16"": 1, ""17"": 10, ""18"": 11, ""20"": 1, ""21"": 11, ""22"": 6, ""23"": 13, ""24"": 23, ""25"": 5, ""26"": 1, ""27"": 14, ""28"": 18, ""29"": 14, ""30"": 12, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 2, ""44"": 2, ""46"": 1, ""47"": 35, ""49"": 2, ""50"": 1, ""51"": 1, ""53"": 3, ""54"": 1, ""55"": 2, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0035_19,416,59,333,83,"{""0"": 13, ""1"": 15, ""2"": 13, ""3"": 13, ""4"": 10, ""5"": 11, ""6"": 10, ""7"": 12, ""8"": 13, ""9"": 9, ""10"": 2, ""11"": 1, ""12"": 8, ""13"": 4, ""14"": 6, ""15"": 9, ""16"": 1, ""18"": 17, ""19"": 2, ""20"": 1, ""21"": 4, ""22"": 7, ""23"": 5, ""24"": 23, ""25"": 5, ""26"": 1, ""27"": 2, ""28"": 22, ""29"": 20, ""30"": 9, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 3, ""38"": 1, ""39"": 11, ""40"": 34, ""41"": 1, ""42"": 1, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 19, ""48"": 1, ""49"": 13, ""50"": 1, ""52"": 1, ""53"": 13, ""54"": 1, ""55"": 8, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
f0036_39,384,60,307,77,"{""0"": 11, ""1"": 12, ""2"": 10, ""3"": 10, ""4"": 11, ""5"": 6, ""6"": 10, ""7"": 11, ""8"": 10, ""9"": 12, ""10"": 2, ""11"": 1, ""12"": 9, ""13"": 1, ""14"": 2, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 7, ""19"": 2, ""20"": 1, ""21"": 8, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 7, ""27"": 3, ""28"": 21, ""29"": 3, ""30"": 9, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""36"": 9, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 30, ""41"": 1, ""42"": 1, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 15, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 2, ""52"": 2, ""53"": 16, ""54"": 1, ""55"": 23, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0037_16,403,58,322,81,"{""0"": 13, ""1"": 14, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 11, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 1, ""12"": 8, ""13"": 2, ""14"": 2, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 3, ""22"": 9, ""23"": 4, ""24"": 26, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 2, ""30"": 11, ""31"": 2, ""32"": 2, ""33"": 2, ""34"": 3, ""35"": 1, ""36"": 14, ""37"": 5, ""38"": 1, ""39"": 11, ""40"": 34, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""46"": 1, ""47"": 3, ""48"": 1, ""49"": 14, ""51"": 1, ""52"": 1, ""53"": 15, ""54"": 1, ""55"": 24, ""56"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0038_42,347,56,278,69,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 8, ""4"": 8, ""5"": 6, ""6"": 8, ""7"": 8, ""8"": 9, ""9"": 7, ""10"": 13, ""11"": 3, ""12"": 8, ""13"": 5, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 2, ""18"": 10, ""19"": 2, ""21"": 4, ""22"": 6, ""23"": 13, ""24"": 21, ""25"": 6, ""26"": 1, ""27"": 5, ""28"": 18, ""29"": 6, ""30"": 11, ""31"": 3, ""32"": 4, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 2, ""37"": 3, ""38"": 1, ""39"": 6, ""40"": 31, ""41"": 1, ""42"": 1, ""43"": 8, ""44"": 2, ""46"": 1, ""47"": 15, ""48"": 1, ""50"": 1, ""52"": 3, ""53"": 9, ""54"": 1, ""55"": 19, ""56"": 1, ""57"": 1, ""59"": 1, ""61"": 1}"
f0039_14,373,60,298,75,"{""0"": 12, ""1"": 11, ""2"": 8, ""3"": 9, ""4"": 8, ""5"": 7, ""6"": 8, ""7"": 12, ""8"": 13, ""9"": 10, ""10"": 2, ""11"": 2, ""12"": 11, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 6, ""23"": 2, ""24"": 22, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 5, ""30"": 10, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 8, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 22, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""46"": 1, ""47"": 29, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 16, ""54"": 1, ""55"": 20, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0040_25,375,57,300,75,"{""0"": 11, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 9, ""6"": 11, ""7"": 13, ""8"": 11, ""9"": 13, ""10"": 1, ""11"": 2, ""12"": 7, ""13"": 3, ""15"": 9, ""17"": 1, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 7, ""27"": 1, ""28"": 21, ""29"": 8, ""30"": 11, ""31"": 10, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 11, ""37"": 3, ""38"": 1, ""39"": 10, ""40"": 20, ""41"": 1, ""42"": 2, ""43"": 7, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 13, ""48"": 1, ""49"": 12, ""50"": 1, ""52"": 1, ""53"": 9, ""54"": 1, ""55"": 13, ""56"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""61"": 1}"
f0041_30,358,57,286,72,"{""0"": 12, ""1"": 11, ""2"": 12, ""3"": 11, ""4"": 13, ""5"": 8, ""6"": 11, ""7"": 13, ""8"": 9, ""9"": 7, ""10"": 2, ""11"": 1, ""12"": 12, ""13"": 2, ""14"": 1, ""15"": 9, ""17"": 1, ""18"": 9, ""19"": 7, ""21"": 2, ""22"": 9, ""23"": 3, ""24"": 25, ""25"": 7, ""27"": 1, ""28"": 14, ""29"": 3, ""30"": 12, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 4, ""37"": 5, ""38"": 1, ""39"": 8, ""40"": 10, ""41"": 1, ""42"": 2, ""43"": 11, ""44"": 1, ""45"": 1, ""47"": 23, ""48"": 1, ""49"": 11, ""50"": 1, ""52"": 2, ""53"": 12, ""54"": 1, ""55"": 20, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0042_43,330,57,264,66,"{""0"": 12, ""1"": 13, ""2"": 9, ""3"": 9, ""4"": 6, ""5"": 6, ""6"": 7, ""7"": 9, ""8"": 6, ""9"": 6, ""10"": 1, ""11"": 2, ""12"": 5, ""14"": 2, ""15"": 6, ""18"": 7, ""19"": 1, ""20"": 1, ""21"": 3, ""22"": 8, ""23"": 4, ""24"": 17, ""25"": 7, ""26"": 1, ""28"": 15, ""29"": 8, ""30"": 12, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 11, ""37"": 2, ""38"": 1, ""39"": 10, ""40"": 25, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 22, ""48"": 1, ""49"": 10, ""50"": 1, ""52"": 1, ""53"": 16, ""54"": 1, ""55"": 14, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0043_10,330,58,264,66,"{""0"": 12, ""1"": 14, ""2"": 11, ""3"": 10, ""4"": 10, ""5"": 11, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 11, ""10"": 2, ""11"": 1, ""12"": 7, ""13"": 1, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 3, ""20"": 1, ""21"": 1, ""22"": 4, ""24"": 18, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 9, ""29"": 3, ""30"": 9, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 7, ""37"": 3, ""38"": 1, ""39"": 6, ""40"": 28, ""41"": 1, ""42"": 2, ""43"": 3, ""44"": 1, ""45"": 1, ""46"": 2, ""47"": 13, ""49"": 9, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 27, ""54"": 1, ""55"": 14, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
f0044_12,343,53,274,69,"{""0"": 11, ""1"": 10, ""2"": 10, ""3"": 11, ""4"": 9, ""5"": 7, ""6"": 10, ""7"": 10, ""8"": 6, ""9"": 10, ""10"": 12, ""11"": 4, ""12"": 5, ""13"": 7, ""14"": 29, ""15"": 8, ""16"": 1, ""17"": 11, ""18"": 4, ""19"": 3, ""21"": 8, ""22"": 3, ""23"": 12, ""24"": 26, ""25"": 8, ""26"": 1, ""27"": 17, ""28"": 17, ""29"": 22, ""30"": 7, ""31"": 2, ""32"": 1, ""33"": 1, ""34"": 1, ""36"": 1, ""39"": 1, ""40"": 3, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 19, ""49"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0045_12,327,58,262,65,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 11, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 19, ""13"": 2, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 4, ""19"": 3, ""21"": 1, ""22"": 7, ""23"": 2, ""24"": 18, ""25"": 2, ""27"": 1, ""28"": 15, ""29"": 3, ""30"": 9, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 6, ""37"": 5, ""38"": 1, ""39"": 7, ""40"": 25, ""42"": 2, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 2, ""50"": 2, ""51"": 1, ""52"": 2, ""53"": 13, ""54"": 1, ""55"": 8, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
f0046_20,430,59,344,86,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 10, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 1, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 10, ""18"": 8, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 6, ""26"": 1, ""28"": 20, ""29"": 7, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 2, ""39"": 11, ""40"": 36, ""41"": 1, ""42"": 3, ""43"": 14, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 23, ""48"": 1, ""49"": 12, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 19, ""54"": 1, ""55"": 22, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0047_00,395,61,316,79,"{""0"": 12, ""1"": 11, ""2"": 10, ""3"": 12, ""4"": 10, ""5"": 9, ""6"": 9, ""7"": 11, ""8"": 12, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 11, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 3, ""24"": 23, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 20, ""30"": 11, ""31"": 4, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 12, ""37"": 2, ""38"": 1, ""39"": 12, ""40"": 25, ""41"": 1, ""42"": 2, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 26, ""48"": 1, ""49"": 13, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 21, ""54"": 1, ""55"": 6, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0048_00,131,47,105,26,"{""0"": 8, ""1"": 8, ""2"": 5, ""4"": 7, ""5"": 4, ""6"": 8, ""7"": 11, ""8"": 4, ""9"": 5, ""10"": 1, ""12"": 2, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 7, ""19"": 1, ""20"": 1, ""21"": 1, ""24"": 2, ""25"": 1, ""26"": 1, ""28"": 7, ""29"": 4, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 3, ""37"": 1, ""39"": 1, ""41"": 1, ""43"": 5, ""44"": 1, ""45"": 1, ""47"": 3, ""49"": 3, ""50"": 1, ""51"": 1, ""53"": 4, ""55"": 4, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
f0049_32,393,61,314,79,"{""0"": 12, ""1"": 12, ""2"": 10, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 6, ""13"": 1, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 8, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 19, ""29"": 1, ""30"": 11, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 10, ""37"": 4, ""38"": 1, ""39"": 9, ""40"": 31, ""41"": 1, ""42"": 2, ""43"": 5, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 28, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 16, ""54"": 1, ""55"": 18, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0050_10,313,61,250,63,"{""0"": 11, ""1"": 12, ""2"": 11, ""3"": 12, ""4"": 13, ""5"": 9, ""6"": 9, ""7"": 11, ""8"": 11, ""9"": 10, ""10"": 2, ""11"": 1, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 4, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 2, ""20"": 1, ""21"": 3, ""22"": 9, ""23"": 2, ""24"": 19, ""25"": 6, ""26"": 1, ""28"": 21, ""29"": 4, ""30"": 7, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 6, ""37"": 3, ""38"": 1, ""39"": 11, ""40"": 26, ""41"": 1, ""42"": 3, ""43"": 4, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 9, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 6, ""54"": 1, ""55"": 6, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0051_42,396,56,317,79,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 10, ""13"": 1, ""14"": 1, ""15"": 9, ""17"": 1, ""18"": 10, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 1, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 2, ""30"": 11, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 8, ""40"": 14, ""42"": 4, ""43"": 11, ""44"": 1, ""45"": 2, ""46"": 1, ""47"": 19, ""48"": 1, ""49"": 16, ""50"": 1, ""53"": 15, ""54"": 1, ""55"": 23, ""56"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0052_42,218,48,174,44,"{""0"": 3, ""1"": 6, ""3"": 3, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 2, ""10"": 2, ""11"": 2, ""12"": 5, ""13"": 1, ""15"": 6, ""17"": 1, ""18"": 14, ""19"": 2, ""21"": 2, ""22"": 4, ""23"": 2, ""24"": 17, ""25"": 4, ""26"": 1, ""28"": 13, ""29"": 1, ""30"": 9, ""31"": 2, ""32"": 1, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 11, ""37"": 3, ""38"": 1, ""39"": 2, ""40"": 18, ""43"": 9, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 8, ""50"": 1, ""53"": 12, ""55"": 21, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
f0053_23,326,57,261,65,"{""0"": 11, ""1"": 13, ""2"": 11, ""3"": 13, ""4"": 11, ""5"": 5, ""6"": 10, ""7"": 10, ""8"": 12, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 6, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 2, ""18"": 4, ""19"": 5, ""21"": 1, ""22"": 6, ""23"": 2, ""24"": 20, ""25"": 6, ""26"": 1, ""27"": 2, ""28"": 16, ""29"": 12, ""30"": 11, ""31"": 5, ""32"": 4, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 4, ""37"": 4, ""38"": 1, ""39"": 9, ""40"": 20, ""41"": 1, ""43"": 5, ""44"": 1, ""46"": 1, ""47"": 16, ""49"": 6, ""50"": 1, ""51"": 1, ""52"": 5, ""53"": 10, ""54"": 1, ""55"": 5, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0054_14,428,60,342,86,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 12, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 12, ""9"": 13, ""10"": 6, ""11"": 1, ""12"": 9, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 20, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 3, ""24"": 25, ""25"": 6, ""26"": 1, ""28"": 22, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""36"": 9, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 36, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""49"": 17, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0055_09,373,59,298,75,"{""0"": 13, ""1"": 13, ""2"": 9, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 12, ""7"": 12, ""8"": 12, ""9"": 10, ""10"": 13, ""11"": 4, ""12"": 8, ""13"": 14, ""14"": 10, ""15"": 5, ""17"": 5, ""18"": 12, ""19"": 7, ""20"": 1, ""21"": 13, ""22"": 7, ""23"": 8, ""24"": 20, ""25"": 7, ""26"": 1, ""27"": 8, ""28"": 14, ""29"": 23, ""30"": 11, ""31"": 3, ""32"": 7, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 2, ""41"": 1, ""42"": 1, ""43"": 2, ""44"": 1, ""46"": 1, ""47"": 14, ""48"": 1, ""49"": 3, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 7, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0056_01,343,60,274,69,"{""0"": 12, ""1"": 12, ""2"": 8, ""3"": 9, ""4"": 11, ""5"": 8, ""6"": 11, ""7"": 9, ""8"": 7, ""9"": 10, ""10"": 4, ""11"": 2, ""12"": 22, ""13"": 1, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 24, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 7, ""23"": 18, ""24"": 24, ""25"": 7, ""26"": 1, ""27"": 7, ""28"": 19, ""29"": 10, ""30"": 11, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 4, ""37"": 2, ""38"": 1, ""39"": 2, ""40"": 3, ""41"": 1, ""42"": 1, ""43"": 9, ""45"": 1, ""46"": 1, ""47"": 13, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 14, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
